customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9289-LBQVU,Male,0,Yes,No,113.05165846079717,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,80.6725,4480.7,0
4468-YDOVK,Male,0,No,Yes,54.051658460797164,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.94749999999999,235.2,1
2001-EWBQU,Female,0,No,No,109.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),120.40499999999999,6333.8,0
9992-UJOEL,Male,0,No,No,51.051658460797164,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.84499999999999,92.75,1
8409-WQJUX,Female,0,No,No,74.05165846079717,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,62.33,1423.15,0
3077-RSNTJ,Female,0,Yes,Yes,55.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.654999999999998,113.5,0
6993-YCOBK,Male,0,Yes,Yes,109.05165846079717,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),127.18999999999998,6586.85,0
4817-VYYWS,Female,0,No,No,79.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.22999999999999,2983.8,1
4702-HDRKD,Male,0,No,No,116.05165846079717,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,56.7525,3321.35,0
3251-YMVWZ,Male,0,No,No,102.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.6575,1301.9,1
4190-MFLUW,Female,0,Yes,Yes,59.051658460797164,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,63.48,528.35,1
4678-DVQEO,Female,0,No,No,50.051658460797164,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.03,52.2,1
4701-AHWMW,Male,0,Yes,No,104.05165846079717,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,62.732499999999995,2978.3,1
2987-BJXIK,Female,0,No,No,119.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.405,5991.05,1
1730-VFMWO,Female,0,Yes,No,83.05165846079717,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,57.73,1815.3,0
1936-UAFEH,Female,0,No,No,117.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),126.7875,7279.35,0
5140-FOMCQ,Female,0,Yes,No,108.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,125.5225,6557.75,0
8778-LMWTJ,Female,0,No,No,58.051658460797164,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.07749999999999,708.2,0
9840-DVNDC,Male,0,No,No,55.051658460797164,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.57499999999999,463.05,0
8033-VCZGH,Male,0,Yes,No,99.05165846079717,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,119.54249999999999,5231.3,1
8580-QVLOC,Female,1,Yes,Yes,121.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,106.3175,6440.25,1
6128-AQBMT,Male,1,Yes,No,90.05165846079717,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.0425,2215.4,0
6257-RJOHI,Male,0,No,No,53.051658460797164,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),58.419999999999995,202.3,1
1929-ZCBHE,Male,0,Yes,Yes,96.05165846079717,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),46.34499999999999,1794.8,0
6242-SGYTS,Male,0,Yes,Yes,111.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),109.1925,5791.85,0
7010-ZMVBF,Female,0,Yes,Yes,67.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.5175,357.0,0
3519-ZKXGG,Female,0,Yes,No,52.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.22749999999999,256.6,1
5666-MBJPT,Male,0,No,No,114.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.865,1725.0,0
3313-QKNKB,Male,0,Yes,No,108.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,98.3825,5084.65,1
7581-EBBOU,Female,0,No,No,109.05165846079717,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),80.6725,4224.7,0
1784-BXEFA,Female,0,No,No,59.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.6325,187.35,0
7492-TAFJD,Male,0,Yes,Yes,56.051658460797164,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),44.332499999999996,280.0,0
5213-TWWJU,Male,0,No,No,77.05165846079717,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,104.64999999999999,2626.15,0
3312-ZWLGF,Male,1,Yes,No,78.05165846079717,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,91.195,2414.55,0
2923-ARZLG,Male,0,Yes,Yes,49.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.654999999999998,0.0,0
7032-LMBHI,Female,0,No,No,86.05165846079717,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,74.3475,2347.85,0
8292-ITGYJ,Female,0,Yes,Yes,94.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.347499999999997,1138.8,0
9107-UKCKY,Male,0,Yes,No,110.05165846079717,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.77,4914.8,0
6848-HJTXY,Female,0,Yes,No,113.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.367499999999996,1208.6,0
4184-VODJZ,Male,0,Yes,Yes,112.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,105.05249999999998,5764.7,0
4846-WHAFZ,Female,1,Yes,No,86.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.975,2868.15,0
8735-SDUFN,Female,1,Yes,No,121.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.945,1778.7,0
0839-JTCUD,Female,0,Yes,Yes,115.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,103.385,5958.85,0
6857-VWJDT,Female,0,No,No,50.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),109.9975,95.65,1
7363-QTBIW,Female,0,Yes,No,58.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,91.71249999999999,769.1,0
6158-HDPXZ,Male,0,No,No,50.051658460797164,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,29.1525,25.35,0
5419-CONWX,Female,1,No,No,53.051658460797164,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,114.76999999999998,442.85,1
9286-DOJGF,Female,1,Yes,No,87.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.1925,2869.85,1
2408-PSJVE,Male,0,Yes,Yes,93.05165846079717,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.18499999999999,2924.05,1
2087-QAREY,Female,0,Yes,No,71.05165846079717,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.905,1178.75,0
6777-TGHTM,Female,0,No,No,102.05165846079717,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,122.99249999999999,5785.5,1
6507-ZJSUR,Male,1,Yes,No,72.05165846079717,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.0175,2117.25,0
5025-GOOKI,Female,0,No,No,69.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.734999999999996,347.65,0
6080-LNESI,Male,0,No,No,100.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.4625,1234.6,0
2236-HILPA,Male,0,Yes,Yes,111.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.747499999999995,1218.45,0
1386-ZIKUV,Male,0,No,No,56.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.792499999999997,130.55,0
3365-SAIGS,Female,0,No,No,66.05165846079717,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,96.0825,1329.15,0
6061-GWWAV,Male,0,No,Yes,90.05165846079717,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,80.73,2894.55,0
9979-RGMZT,Female,0,No,No,56.051658460797164,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,108.15749999999998,633.45,0
8445-DNBAE,Male,0,No,Yes,50.051658460797164,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.55749999999999,50.05,0
6872-HXFNF,Female,0,Yes,No,113.05165846079717,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),67.10249999999999,3756.45,0
1320-HTRDR,Female,0,No,No,52.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.82499999999999,220.6,1
3923-CSIHK,Female,1,Yes,No,99.05165846079717,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7075,3444.85,1
2446-ZKVAF,Male,0,Yes,No,67.05165846079717,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,65.32,1074.65,0
4640-UHDOS,Female,0,Yes,Yes,62.051658460797164,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,64.3425,734.35,1
5457-COLHT,Male,0,Yes,Yes,118.05165846079717,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.7475,5542.55,0
2254-DLXRI,Female,0,No,No,50.051658460797164,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,91.0225,79.15,0
5339-PXDVH,Male,0,No,No,53.051658460797164,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),104.2475,367.95,0
2386-LAHRK,Male,0,No,No,50.051658460797164,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.525,53.5,1
5062-CJJKH,Male,0,Yes,Yes,74.05165846079717,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,61.69749999999999,1355.45,0
8930-XOTDP,Female,0,Yes,Yes,67.05165846079717,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3425,1082.8,0
4779-ZGICK,Male,0,Yes,Yes,97.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.0825,1173.35,0
9534-NSXEM,Male,0,No,No,75.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.747499999999995,595.5,0
3716-BDVDB,Male,0,No,No,50.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.46499999999999,69.1,1
9842-EFSYY,Female,0,No,Yes,53.051658460797164,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.78,223.75,0
9122-UMROB,Male,0,No,No,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.345,20.3,0
1867-BDVFH,Male,0,Yes,Yes,60.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.50249999999998,834.2,1
5949-EBSQK,Male,0,Yes,Yes,53.051658460797164,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,70.6675,229.55,0
4160-AMJTL,Female,1,No,No,57.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.597499999999997,164.3,1
8622-ZLFKO,Female,0,Yes,No,55.051658460797164,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3625,512.25,0
2990-IAJSV,Male,0,No,No,121.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,105.8,6632.75,0
6064-ZATLR,Female,0,No,No,76.05165846079717,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,60.777499999999996,1498.65,0
7409-KIUTL,Female,1,No,Yes,50.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.64999999999999,71.0,0
5505-OVWQW,Female,0,No,No,66.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.172499999999996,353.65,0
3948-KXDUF,Male,0,No,No,115.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,79.0625,4447.55,0
9814-AOUDH,Male,0,No,No,102.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.424999999999997,1050.5,0
7398-LXGYX,Male,0,Yes,No,93.05165846079717,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),97.52,3626.35,0
5266-PFRQK,Male,0,Yes,Yes,101.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.9775,1071.6,0
1568-BEKZM,Male,1,Yes,No,119.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,103.55749999999999,6333.4,0
2692-PFYTJ,Female,0,No,No,50.051658460797164,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.612499999999997,25.75,0
2533-QVMSK,Male,0,Yes,No,110.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,108.21499999999999,5638.3,1
5828-AVIPD,Male,0,Yes,Yes,68.05165846079717,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,116.0925,1875.55,0
2907-ILJBN,Female,0,Yes,Yes,60.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.69,233.9,0
5226-NOZFC,Male,0,No,No,75.05165846079717,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.6125,2146.5,0
7114-AEOZE,Female,0,No,No,109.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.8275,1128.1,0
2202-CUYXZ,Male,0,No,No,50.051658460797164,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.57749999999999,84.85,0
3466-RITXD,Male,0,No,No,75.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.26,2349.8,0
7278-CKDNC,Male,1,No,No,73.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,92.57499999999999,2088.45,0
1956-YIFGE,Male,0,Yes,Yes,71.05165846079717,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),115.05749999999999,2090.25,0
0422-UXFAP,Female,0,Yes,No,100.05165846079717,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),113.67749999999998,4947.55,0
3733-UOCWF,Male,1,Yes,No,110.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),98.3825,5251.75,0
7191-ADRGF,Male,0,Yes,No,93.05165846079717,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,62.44499999999999,2390.45,0
5709-LVOEQ,Female,0,Yes,Yes,49.051658460797164,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,92.97749999999999,0.0,0
6034-YMTOB,Female,0,No,No,54.051658460797164,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.9975,399.45,0
6372-RFVNS,Female,0,Yes,No,50.051658460797164,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.61999999999999,78.8,0
9052-DHNKM,Male,0,No,No,75.05165846079717,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,70.78249999999998,1581.95,0
5609-IMCGG,Female,0,No,No,64.05165846079717,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,97.00249999999998,1302.65,0
2959-MJHIC,Male,0,Yes,No,53.051658460797164,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.40249999999999,307.4,1
1319-YLZJG,Male,0,Yes,No,61.051658460797164,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,97.28999999999999,959.9,0
7623-TRNQN,Male,0,No,Yes,50.051658460797164,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.38499999999999,49.9,1
0377-JBKKT,Male,0,Yes,Yes,71.05165846079717,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.6425,1271.8,0
1936-CZAKF,Male,0,Yes,No,98.05165846079717,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),57.0975,2409.9,1
5063-IUOKK,Male,0,No,No,62.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.7125,265.75,0
8646-JCOMS,Female,0,Yes,No,115.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),104.1325,6130.95,1
0979-MOZQI,Male,0,Yes,No,111.05165846079717,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),44.849999999999994,2337.45,0
1525-LNLOJ,Male,0,Yes,Yes,115.05165846079717,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,72.79499999999999,4189.7,0
5759-RCVCB,Female,0,No,No,52.051658460797164,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,40.48,108.95,1
9968-FFVVH,Male,0,No,No,112.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,79.11999999999999,4111.35,0
2266-FUBDZ,Male,0,Yes,Yes,64.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.2525,278.85,0
4760-THGOT,Female,0,Yes,No,92.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,108.21499999999999,4107.3,0
2307-FYNNL,Male,1,No,No,114.05165846079717,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,125.40749999999998,7108.2,0
1143-NMNQJ,Female,0,No,No,51.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.55499999999999,169.8,0
1629-DQQVB,Female,0,No,No,63.051658460797164,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.614999999999995,709.5,0
3766-EJLFL,Female,0,Yes,Yes,117.05165846079717,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,125.40749999999998,7508.55,0
8457-XIGKN,Male,0,No,No,69.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.54,356.15,0
4981-FLTMF,Female,0,Yes,Yes,106.05165846079717,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),74.98,3687.85,0
7606-BPHHN,Male,0,No,No,121.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.77,1468.75,0
7005-CCBKV,Male,0,No,No,55.051658460797164,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.06,556.35,1
4648-YPBTM,Male,0,No,No,102.05165846079717,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),84.985,3958.25,0
2325-ZUSFD,Female,0,Yes,Yes,106.05165846079717,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,80.61499999999998,3913.3,1
1240-KNSEZ,Male,0,No,No,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.115,20.1,0
0430-IHCDJ,Male,0,No,No,64.05165846079717,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.349999999999994,749.25,1
7957-RYHQD,Female,1,No,No,89.05165846079717,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,91.08,3233.85,1
6164-HAQTX,Male,0,No,No,120.05165846079717,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),62.0425,3888.65,0
0749-IRGQE,Female,1,Yes,No,62.051658460797164,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,52.09499999999999,528.45,0
1227-UDMZR,Female,0,Yes,No,121.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.8225,6637.9,1
5473-KHBPS,Female,0,Yes,Yes,101.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,110.05499999999999,4976.15,0
5297-MDOIR,Female,0,Yes,No,112.05165846079717,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,93.3225,5224.5,1
8873-TMKGR,Male,0,No,No,78.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.965,529.5,0
6481-ESCNL,Female,0,No,No,78.05165846079717,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),115.6325,2878.75,1
0463-WZZKO,Male,0,No,No,52.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.862499999999997,67.1,0
1038-RQOST,Male,0,Yes,Yes,68.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.69,414.95,0
4937-QPZPO,Male,0,Yes,Yes,110.05165846079717,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),114.88499999999999,6241.35,0
3604-WLABM,Female,0,No,No,59.051658460797164,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),62.387499999999996,583.0,0
1360-XFJMR,Female,0,Yes,No,116.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,126.15499999999999,7344.45,0
8717-VCTXJ,Male,0,No,No,91.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.482499999999998,839.4,0
5196-SGOAK,Female,0,No,No,50.051658460797164,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,87.05499999999999,75.7,1
8739-XNIKG,Female,0,No,No,54.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.6,424.75,0
2320-TZRRH,Female,0,No,No,69.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.424999999999997,403.15,0
5186-SAMNZ,Male,1,No,No,50.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.925,69.5,1
5760-FXFVO,Male,0,No,No,55.051658460797164,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,90.79249999999999,494.95,1
5380-WJKOV,Male,0,No,No,83.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,122.30249999999998,3549.25,1
4703-MQYKT,Male,0,No,No,70.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.54,390.4,0
2001-MCUUW,Male,0,No,No,95.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,124.94749999999999,4903.2,0
4947-DSMXK,Male,0,Yes,Yes,83.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.35499999999999,3410.0,1
0076-LVEPS,Male,0,No,Yes,78.05165846079717,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.74999999999999,1242.45,0
5566-SOEZD,Male,0,Yes,Yes,76.05165846079717,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),92.7475,2209.75,0
